code,description,coding_system,subtype,entity,list_name,upload_date
G330000,Nocturnal angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G330z00,Angina decubitus NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z.00,Angina pectoris NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z000,Status anginosus,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z100,Stenocardia,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z200,Syncope anginosa,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z300,Angina on effort,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z400,Ischaemic chest pain,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z500,Post infarct angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z600,New onset angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33z700,Stable angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33zz00,Angina pectoris NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G34..00,Other chronic ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G340.00,Coronary atherosclerosis,Read,IHD,diagnostic,non_stroke_vascular_disease,
G340000,Single coronary vessel disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G340100,Double coronary vessel disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G340.11,Triple vessel disease of the heart,Read,IHD,diagnostic,non_stroke_vascular_disease,
G340.12,Coronary artery disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G342.00,Atherosclerotic cardiovascular disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G343.00,Ischaemic cardiomyopathy,Read,IHD,diagnostic,non_stroke_vascular_disease,
G344.00,Silent myocardial ischaemia,Read,IHD,diagnostic,non_stroke_vascular_disease,
G34y.00,Other specified chronic ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G34y000,Chronic coronary insufficiency,Read,IHD,diagnostic,non_stroke_vascular_disease,
G34y100,Chronic myocardial ischaemia,Read,IHD,diagnostic,non_stroke_vascular_disease,
G34yz00,Other specified chronic ischaemic heart disease NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G34z.00,Other chronic ischaemic heart disease NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G34z000,Asymptomatic coronary heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G35..00,Subsequent myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G350.00,Subsequent myocardial infarction of anterior wall,Read,IHD,diagnostic,non_stroke_vascular_disease,
G351.00,Subsequent myocardial infarction of inferior wall,Read,IHD,diagnostic,non_stroke_vascular_disease,
G353.00,Subsequent myocardial infarction of other sites,Read,IHD,diagnostic,non_stroke_vascular_disease,
G35X.00,Subsequent myocardial infarction of unspecified site,Read,IHD,diagnostic,non_stroke_vascular_disease,
G36..00,Certain current complication follow acute myocardial infarct,Read,IHD,diagnostic,non_stroke_vascular_disease,
G360.00,Haemopericardium/current comp folow acut myocard infarct,Read,IHD,diagnostic,non_stroke_vascular_disease,
G361.00,Atrial septal defect/curr comp folow acut myocardal infarct,Read,IHD,diagnostic,non_stroke_vascular_disease,
G362.00,Ventric septal defect/curr comp fol acut myocardal infarctn,Read,IHD,diagnostic,non_stroke_vascular_disease,
G363.00,Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI,Read,IHD,diagnostic,non_stroke_vascular_disease,
G364.00,Ruptur chordae tendinae/curr comp fol acute myocard infarct,Read,IHD,diagnostic,non_stroke_vascular_disease,
G365.00,Rupture papillary muscle/curr comp fol acute myocard infarct,Read,IHD,diagnostic,non_stroke_vascular_disease,
G38..00,Postoperative myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G380.00,Postoperative transmural myocardial infarction anterior wall,Read,IHD,diagnostic,non_stroke_vascular_disease,
G381.00,Postoperative transmural myocardial infarction inferior wall,Read,IHD,diagnostic,non_stroke_vascular_disease,
G384.00,Postoperative subendocardial myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G38z.00,Postoperative myocardial infarction; unspecified,Read,IHD,diagnostic,non_stroke_vascular_disease,
G3y..00,Other specified ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G3z..00,Ischaemic heart disease NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
Gyu3.00,[X]Ischaemic heart diseases,Read,IHD,diagnostic,non_stroke_vascular_disease,
Gyu3000,[X]Other forms of angina pectoris,Read,IHD,diagnostic,non_stroke_vascular_disease,
Gyu3200,[X]Other forms of acute ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
Gyu3300,[X]Other forms of chronic ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
Gyu3400,[X]Acute transmural myocardial infarction of unspecif site,Read,IHD,diagnostic,non_stroke_vascular_disease,
Gyu3600,[X]Subsequent myocardial infarction of unspecified site,Read,IHD,diagnostic,non_stroke_vascular_disease,
662f.00,New York Heart Association classification - class I,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
662F.00,Hypertension treatm. started,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
662g.00,New York Heart Association classification - class II,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
662G.00,Hypertensive treatm.changed,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
662h.00,New York Heart Association classification - class III,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
662H.00,Hypertension treatm.stopped,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
662i.00,New York Heart Association classification - class IV,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G1yz100,Rheumatic left ventricular failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G58..00,Heart failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580.00,Congestive heart failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580000,Acute congestive heart failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580100,Chronic congestive heart failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580.11,Congestive cardiac failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580.12,Right heart failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580.13,Right ventricular failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580.14,Biventricular failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580200,Decompensated cardiac failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580300,Compensated cardiac failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G580400,Congestive heart failure due to valvular disease,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G581.00,Left ventricular failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G581000,Acute left ventricular failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G58..11,Cardiac failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G581.11,Asthma - cardiac,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G581.12,Pulmonary oedema - acute,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G581.13,Impaired left ventricular function,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G582.00,Acute heart failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G583.00,Heart failure with normal ejection fraction,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G583.11,HFNEF - heart failure with normal ejection fraction,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G584.00,Right ventricular failure,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G58z.00,Heart failure NOS,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G58z.11,Weak heart,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G58z.12,Cardiac failure NOS,Read,heart_failure,diagnostic,non_stroke_vascular_disease,
G73..00,Other peripheral vascular disease,Read,peripheral_vascular_disease,diagnostic,non_stroke_vascular_disease,
G73z.00,Peripheral vascular disease NOS,Read,peripheral_vascular_disease,diagnostic,non_stroke_vascular_disease,
G73z000,Intermittent claudication,Read,peripheral_vascular_disease,diagnostic,non_stroke_vascular_disease,
G73zz00,Peripheral vascular disease NOS,Read,peripheral_vascular_disease,diagnostic,non_stroke_vascular_disease,
Gyu7400,[X]Other specified peripheral vascular diseases,Read,peripheral_vascular_disease,diagnostic,non_stroke_vascular_disease,
1473,H/O: epilepsy,Read,,diagnostic,adult_epilepsy,
1B1W.00,Transient epileptic amnesia,Read,,diagnostic,adult_epilepsy,
1O30.00,Epilepsy confirmed,Read,,diagnostic,adult_epilepsy,
2823,O/E - petit mal fit,Read,,diagnostic,adult_epilepsy,
2824,O/E - focal (Jacksonian) fit,Read,,diagnostic,adult_epilepsy,
2824.11,O/E - Jacksonian fit,Read,,diagnostic,adult_epilepsy,
2825,O/E - psychomotor fit,Read,,diagnostic,adult_epilepsy,
2828,Absence seizure,Read,,diagnostic,adult_epilepsy,
667B.00,Nocturnal epilepsy,Read,,diagnostic,adult_epilepsy,
667N.00,Epilepsy severity,Read,,diagnostic,adult_epilepsy,
Eu05212,[X]Schizophrenia-like psychosis in epilepsy,Read,,diagnostic,adult_epilepsy,
Eu05y11,[X]Epileptic psychosis NOS,Read,,diagnostic,adult_epilepsy,
Eu06013,[X]Limbic epilepsy personality,Read,,diagnostic,adult_epilepsy,
F132100,Progressive myoclonic epilepsy,Read,,diagnostic,adult_epilepsy,
F132200,Myoclonic encephalopathy,Read,,diagnostic,adult_epilepsy,
F25..00,Epilepsy,Read,,diagnostic,adult_epilepsy,
F250.00,Generalised nonconvulsive epilepsy,Read,,diagnostic,adult_epilepsy,
F250000,Petit mal (minor) epilepsy,Read,,diagnostic,adult_epilepsy,
F250011,Epileptic absences,Read,,diagnostic,adult_epilepsy,
F250100,pykno-epilepsy,Read,,diagnostic,adult_epilepsy,
F250200,Epileptic seizures - atonic,Read,,diagnostic,adult_epilepsy,
F250300,Epileptic seizures - akinetic,Read,,diagnostic,adult_epilepsy,
F250y00,Other specified generalised nonconvulsive epilepsy,Read,,diagnostic,adult_epilepsy,
F250z00,Generalised nonconvulsive epilepsy NOS,Read,,diagnostic,adult_epilepsy,
F251.00,Generalised convulsive epilepsy,Read,,diagnostic,adult_epilepsy,
F251000,Grand mal (major) epilepsy,Read,,diagnostic,adult_epilepsy,
F251011,Tonic-clonic epilepsy,Read,,diagnostic,adult_epilepsy,
F251200,Epileptic seizures - clonic,Read,,diagnostic,adult_epilepsy,
F251300,Epileptic seizures - myoclonic,Read,,diagnostic,adult_epilepsy,
F251400,Epileptic seizures - tonic,Read,,diagnostic,adult_epilepsy,
F251500,Tonic-clonic epilepsy,Read,,diagnostic,adult_epilepsy,
F251600,Grand mal seizure,Read,,diagnostic,adult_epilepsy,
F251y00,Other specified generalised convulsive epilepsy,Read,,diagnostic,adult_epilepsy,
F251z00,Generalised convulsive epilepsy NOS,Read,,diagnostic,adult_epilepsy,
F252.00,Petit mal status,Read,,diagnostic,adult_epilepsy,
F253.00,Grand mal status,Read,,diagnostic,adult_epilepsy,
F253.11,Status epilepticus,Read,,diagnostic,adult_epilepsy,
F254.00,Partial epilepsy with impairment of consciousness,Read,,diagnostic,adult_epilepsy,
F254000,Temporal lobe epilepsy,Read,,diagnostic,adult_epilepsy,
F254100,Psychomotor epilepsy,Read,,diagnostic,adult_epilepsy,
F254200,Psychosensory epilepsy,Read,,diagnostic,adult_epilepsy,
F254300,Limbic system epilepsy,Read,,diagnostic,adult_epilepsy,
F254400,Epileptic automatism,Read,,diagnostic,adult_epilepsy,
F254500,Complex partial epileptic seizure,Read,,diagnostic,adult_epilepsy,
F254z00,Partial epilepsy with impairment of consciousness NOS,Read,,diagnostic,adult_epilepsy,
F255.00,Partial epilepsy without impairment of consciousness,Read,,diagnostic,adult_epilepsy,
F255000,Jacksonian; focal or motor epilepsy,Read,,diagnostic,adult_epilepsy,
F255011,Focal epilepsy,Read,,diagnostic,adult_epilepsy,
F255012,Motor epilepsy,Read,,diagnostic,adult_epilepsy,
F255100,Sensory induced epilepsy,Read,,diagnostic,adult_epilepsy,
F255200,Somatosensory epilepsy,Read,,diagnostic,adult_epilepsy,
F255300,Visceral reflex epilepsy,Read,,diagnostic,adult_epilepsy,
F255311,Partial epilepsy with autonomic symptoms,Read,,diagnostic,adult_epilepsy,
F255400,Visual reflex epilepsy,Read,,diagnostic,adult_epilepsy,
F255500,Unilateral epilepsy,Read,,diagnostic,adult_epilepsy,
F255600,Simple partial epileptic seizure,Read,,diagnostic,adult_epilepsy,
F255y00,Partial epilepsy without impairment of consciousness OS,Read,,diagnostic,adult_epilepsy,
F255z00,Partial epilepsy without impairment of consciousness NOS,Read,,diagnostic,adult_epilepsy,
F256100,Salaam attacks,Read,,diagnostic,adult_epilepsy,
F256.11,Lightning spasms,Read,,diagnostic,adult_epilepsy,
F257.00,Kojevnikov's epilepsy,Read,,diagnostic,adult_epilepsy,
F259.11,Ohtahara syndrome,Read,,diagnostic,adult_epilepsy,
F25B.00,Alcohol-induced epilepsy,Read,,diagnostic,adult_epilepsy,
F25C.00,Drug-induced epilepsy,Read,,diagnostic,adult_epilepsy,
F25D.00,Menstrual epilepsy,Read,,diagnostic,adult_epilepsy,
F25E.00,Stress-induced epilepsy,Read,,diagnostic,adult_epilepsy,
F25F.00,Photosensitive epilepsy,Read,,diagnostic,adult_epilepsy,
F25X.00,Status epilepticus; unspecified,Read,,diagnostic,adult_epilepsy,
F25y.00,Other forms of epilepsy,Read,,diagnostic,adult_epilepsy,
F25y000,Cursive (running) epilepsy,Read,,diagnostic,adult_epilepsy,
F25y100,Gelastic epilepsy,Read,,diagnostic,adult_epilepsy,
F25y200,Locl-rlt(foc)(part)idiop epilep&epilptic syn seiz locl onset,Read,,diagnostic,adult_epilepsy,
F25y300,Complex partial status epilepticus,Read,,diagnostic,adult_epilepsy,
F25yz00,Other forms of epilepsy NOS,Read,,diagnostic,adult_epilepsy,
F25z.00,Epilepsy NOS,Read,,diagnostic,adult_epilepsy,
F25.z.11,Fit (in known epileptic) NOS,Read,,diagnostic,adult_epilepsy,
Fyu5000,[X]Other generalized epilepsy and epileptic syndromes,Read,,diagnostic,adult_epilepsy,
Fyu5100,[X]Other epilepsy,Read,,diagnostic,adult_epilepsy,
Fyu5200,[X]Other status epilepticus,Read,,diagnostic,adult_epilepsy,
Fyu5900,[X]Status epilepticus; unspecified,Read,,diagnostic,adult_epilepsy,
SC20000,Traumatic epilepsy,Read,,diagnostic,adult_epilepsy,
ZS82.00,Acquired epileptic aphasia,Read,,diagnostic,adult_epilepsy,
R005200,[D]Insomnia NOS,Read,,diagnostic,insomnia,
1B1B.11,C/O - insomnia,Read,,diagnostic,insomnia,
E274111,Insomnia NOS,Read,,diagnostic,insomnia,
Fy00.00,Disorders of maintaining and initiating sleep,Read,,diagnostic,insomnia,
1B1B.00,Cannot sleep - insomnia,Read,,diagnostic,insomnia,
R005.11,[D]Insomnia - symptom,Read,,diagnostic,insomnia,
E274100,Transient insomnia,Read,,diagnostic,insomnia,
1B1B200,Late insomnia,Read,,diagnostic,insomnia,
1B1B000,Initial insomnia,Read,,diagnostic,insomnia,
Eu51000,[X]Nonorganic insomnia,Read,,diagnostic,insomnia,
1BX0.00,Delayed onset of sleep,Read,,diagnostic,insomnia,
E274200,Persistent insomnia,Read,,diagnostic,insomnia,
1B1B100,Middle insomnia,Read,,diagnostic,insomnia,
E274D11,Restless sleep,Read,,diagnostic,insomnia,
E274.12,Insomnia due to nonorganic sleep disorder,Read,,diagnostic,insomnia,
E274E00,'Short-sleeper',Read,,diagnostic,insomnia,
1BX9.00,Light sleep,Read,,diagnostic,insomnia,
1BX3.00,early morning waking,Read,,diagnostic,insomnia,
E001000,Uncomplicated presenile dementia,Read,,diagnostic,dementia,
E001z00,Presenile dementia NOS,Read,,diagnostic,dementia,
E002.00,Senile dementia with depressive or paranoid fe...,Read,,diagnostic,dementia,
Eu00012,[X]Primary degen dementia,Read,,diagnostic,dementia,
Eu00013,[X]Alzheimer's disease type 2,Read,,diagnostic,dementia,
Eu00011,[X]Presenile dementia,Read,,diagnostic,dementia,
Eu02400,[X]Dementia in human immunodef virus [HIV] dis...,Read,,diagnostic,dementia,
Eu02z00,[X] Unspecified dementia,Read,,diagnostic,dementia,
E004000,Uncomplicated arteriosclerotic dementia,Read,,diagnostic,dementia,
Eu10711,[X]Alcoholic dementia NOS,Read,,diagnostic,dementia,
Eu01100,[X]Multi-infarct dementia,Read,,diagnostic,dementia,
E001.00,Presenile dementia,Read,,diagnostic,dementia,
E001100,Presenile dementia with delirium,Read,,diagnostic,dementia,
Eu01.00,[X]Vascular dementia,Read,,diagnostic,dementia,
E002z00,Senile dementia with depressive or paranoid fe...,Read,,diagnostic,dementia,
E004100,Arteriosclerotic dementia with delirium,Read,,diagnostic,dementia,
E02y100,Drug-induced dementia,Read,,diagnostic,dementia,
Eu00000,[X]Dementia in Alzheimer's disease with early ...,Read,,diagnostic,dementia,
E004300,Arteriosclerotic dementia with depression,Read,,diagnostic,dementia,
E003.00,Senile dementia with delirium,Read,,diagnostic,dementia,
Eu00112,[X]Senile dementia,Read,,diagnostic,dementia,
E004.00,Arteriosclerotic dementia,Read,,diagnostic,dementia,
E004200,Arteriosclerotic dementia with paranoia,Read,,diagnostic,dementia,
E000.00,Uncomplicated senile dementia,Read,,diagnostic,dementia,
Eu00100,[X]Dementia in Alzheimer's disease with late o...,Read,,diagnostic,dementia,
E004z00,Arteriosclerotic dementia NOS,Read,,diagnostic,dementia,
Eu01.11,[X]Arteriosclerotic dementia,Read,,diagnostic,dementia,
Eu02300,[X]Dementia in Parkinson's disease,Read,,diagnostic,dementia,
Eu01000,[X]Vascular dementia of acute onset,Read,,diagnostic,dementia,
Eu02500,[X]Lewy body dementia,Read,,diagnostic,dementia,
F116.00,Lewy body disease,Read,,diagnostic,dementia,
Eu00.00,[X]Dementia in Alzheimer's disease,Read,,diagnostic,dementia,
E004.11,Multi infarct dementia,Read,,diagnostic,dementia,
Eu02000,[X]Dementia in Pick's disease,Read,,diagnostic,dementia,
Eu00113,[X]Primary degen dementia of Alzheimer's type,Read,,diagnostic,dementia,
Eu00111,[X]Alzheimer's disease type 1,Read,,diagnostic,dementia,
E00..11,Senile dementia,Read,,diagnostic,dementia,
Eu01300,[X]Mixed cortical and subcortical vascular dem...,Read,,diagnostic,dementia,
Eu01y00,[X]Other vascular dementia,Read,,diagnostic,dementia,
Eu04100,[X]Delirium superimposed on dementia,Read,,diagnostic,dementia,
Eu02z11,[X] Presenile dementia NOS,Read,,diagnostic,dementia,
Eu02z16,[X] Senile dementia,Read,,diagnostic,dementia,
Eu02z14,[X] Senile dementia NOS,Read,,diagnostic,dementia,
E002100,Senile dementia with depression,Read,,diagnostic,dementia,
Eu02100,[X]Dementia in Creutzfeldt-Jakob disease,Read,,diagnostic,dementia,
1461,H/O: dementia,Read,,diagnostic,dementia,
Eu01111,[X]Predominantly cortical dementia,Read,,diagnostic,dementia,
E001200,Presenile dementia with paranoia,Read,,diagnostic,dementia,
Eu02z13,[X] Primary degenerative dementia NOS,Read,,diagnostic,dementia,
F110000,Alzheimer's disease with early onset,Read,,diagnostic,dementia,
F111.00,Pick's disease,Read,,diagnostic,dementia,
Eu02.00,[X]Dementia in other diseases classified elsew...,Read,,diagnostic,dementia,
Eu01200,[X]Subcortical vascular dementia,Read,,diagnostic,dementia,
ZS7C500,Language disorder of dementia,Read,,diagnostic,dementia,
E00..12,Senile/presenile dementia,Read,,diagnostic,dementia,
E002000,Senile dementia with paranoia,Read,,diagnostic,dementia,
Eu00z11,[X]Alzheimer's dementia unspec,Read,,diagnostic,dementia,
E012.11,Alcoholic dementia NOS,Read,,diagnostic,dementia,
Eu02200,[X]Dementia in Huntington's disease,Read,,diagnostic,dementia,
E012.00,Other alcoholic dementia,Read,,diagnostic,dementia,
E001300,Presenile dementia with depression,Read,,diagnostic,dementia,
F110100,Alzheimer's disease with late onset,Read,,diagnostic,dementia,
F112.00,Senile degeneration of brain,Read,,diagnostic,dementia,
F110.00,Alzheimer's disease,Read,,diagnostic,dementia,
Eu02y00,[X]Dementia in other specified diseases classi...,Read,,diagnostic,dementia,
Eu00200,[X]Dementia in Alzheimer's dis,Read,,diagnostic,dementia,
Fyu3000,[X]Other Alzheimer's disease,Read,,diagnostic,dementia,
Eu00z00,[X]Dementia in Alzheimer's disease,Read,,diagnostic,dementia,
Eu01z00,[X]Vascular dementia,Read,,diagnostic,dementia,
